pid,face,car
001,1.0100000000000051,3.82644854447861
002,0.010000000000005116,1.9073268977166735
003,6.010000000000005,-2.1662807030790887
004,4.010000000000005,-3.1099128600764194
006,-5.989999999999995,6.740079358851217
007,8.010000000000005,1.9027536223388823
008,0.010000000000005116,-7.338683051530349
009,-7.989999999999995,0.4657170469657711
010,18.010000000000005,-9.413662627203026
011,13.010000000000005,2.5620312413892448
012,-4.989999999999995,5.470231458751186
013,-11.989999999999995,-1.6144236592421821
014,-2.989999999999995,-5.577041447722683
015,-5.989999999999995,-3.4417592739145157
016,-7.989999999999995,-4.287982027913132
018,-7.989999999999995,-11.42220785647665
020,-1.9899999999999949,-6.196146684709272
021,-9.989999999999995,-5.153846101840895
022,-2.989999999999995,-6.186110966975917
024,6.010000000000005,7.503155260638826
025,17.010000000000005,3.6735029866044107
026,2.010000000000005,2.6898958685922243
027,2.010000000000005,-3.8052245936243345
028,-7.989999999999995,-6.141844909913061
029,-4.989999999999995,9.62293328884264
030,-1.9899999999999949,-7.168880779821112
031,-5.989999999999995,9.783611499807655
033,-14.989999999999995,-2.249324157562285
034,11.010000000000005,1.8102092359129767
036,4.010000000000005,-0.4235380274965701
037,-4.989999999999995,4.451996556912906
039,17.010000000000005,5.792298447493899
040,9.010000000000005,3.1053935401350286
041,1.0100000000000051,-0.30219045297281094
042,6.010000000000005,2.9212816006372746
043,-9.989999999999995,-2.067485480764674
044,-18.989999999999995,-6.520193567565092
046,-7.989999999999995,-14.406590270017876
047,-12.989999999999995,1.6904290471939034
048,7.010000000000005,-2.583123466396734
049,10.010000000000005,-4.02392189063164
050,19.010000000000005,7.996205230685901
051,1.0100000000000051,-0.3219159371109851
052,-4.989999999999995,5.449075190699434
053,0.010000000000005116,6.4935329285226695
054,-4.989999999999995,-3.2382165104449454
055,-8.989999999999995,3.7937160889245267
056,15.010000000000005,9.5878387392246
058,-8.989999999999995,11.823979457630985
059,9.010000000000005,-0.1442549954575149
060,-8.989999999999995,-7.12049381919233
061,3.010000000000005,1.7330045322286924
062,6.010000000000005,-4.121590642618024
063,6.010000000000005,-2.2820442432206263
064,-1.9899999999999949,-9.287512227873531
065,0.010000000000005116,-6.119765575004134
067,8.010000000000005,0.617901249216101
068,-2.989999999999995,10.59490345295286
069,2.010000000000005,-12.147566488183534
070,19.010000000000005,14.85383362748313
072,11.010000000000005,-8.044827325819194
073,18.010000000000005,7.510807427403705
074,-1.9899999999999949,-4.438959028470659
075,-11.989999999999995,-5.432965131187534
076,-0.9899999999999949,-2.891370674308333
077,-4.989999999999995,15.619452847773976
078,4.010000000000005,1.8836142435692915
079,17.010000000000005,-1.4808672044040498
080,5.010000000000005,-10.38614239432886
081,3.010000000000005,4.63094939201894
082,14.010000000000005,9.87989409806162
083,3.010000000000005,6.825632494809722
084,3.010000000000005,5.51761317054235
085,3.010000000000005,-8.06031588481939
087,15.010000000000005,11.911783631641578
089,9.010000000000005,3.914994471743391
090,17.010000000000005,2.5018900281353527
091,4.010000000000005,-9.006866326270561
093,12.010000000000005,10.854567037953164
094,-3.989999999999995,-6.451001589146865
096,-5.989999999999995,12.618721410346902
097,3.010000000000005,-14.42274220857529
098,0.010000000000005116,-9.378808717280393
099,16.010000000000005,-8.450513449490932
100,7.010000000000005,-1.5846583108893144
101,17.010000000000005,-2.195861471392439
102,-7.989999999999995,-12.624251782276756
104,-7.989999999999995,-4.156518342395531
105,-5.989999999999995,-3.2483082951926514
106,-15.989999999999995,1.9902597779656337
107,5.010000000000005,0.761471963652445
108,5.010000000000005,-2.4529185099703867
109,-7.989999999999995,-6.17625893799836
110,-4.989999999999995,5.290298203854515
111,-4.989999999999995,-7.449860868663081
113,1.0100000000000051,-5.30932409243194
114,-5.989999999999995,-1.4624385139415996
115,0.010000000000005116,5.012511564390062
116,2.010000000000005,0.5310904381463208
117,14.010000000000005,-4.237320745801513
118,-12.989999999999995,-8.178621810140594
119,19.010000000000005,10.054021098168581
120,6.010000000000005,3.8733171456009026
121,-3.989999999999995,-3.0156440007754046
124,-9.989999999999995,-1.0118099859423313
126,-8.989999999999995,7.542602296226692
127,15.010000000000005,5.405933755410521
129,7.010000000000005,8.898431162064057
130,13.010000000000005,-1.4280297970856877
132,-12.989999999999995,-0.3503371739762245
133,-1.9899999999999949,-8.364759105565662
134,6.010000000000005,-1.5696392925765563
136,11.010000000000005,-5.119002483628517
137,-5.989999999999995,-2.2212571594006394
139,-0.9899999999999949,-6.440430965705534
140,-3.989999999999995,0.5745549163319675
143,-4.989999999999995,-1.3087425239331594
144,-9.989999999999995,-2.9723566049748333
145,-8.989999999999995,-3.9222036637096496
146,0.010000000000005116,-6.050148958216421
147,-3.989999999999995,5.943965372194254
149,5.010000000000005,1.8279192290069208
150,-4.989999999999995,5.480727200589556
152,-7.989999999999995,-3.5505825920675673
153,5.010000000000005,-3.17299928014276
154,5.010000000000005,1.7925458066456512
156,-6.989999999999995,-3.023740068478808
157,-9.989999999999995,-4.132429404056176
158,-12.989999999999995,-6.214735863797885
160,-6.989999999999995,-12.378768644887428
161,6.010000000000005,-5.0942581651462175
162,-4.989999999999995,-6.1663131553218715
163,-13.989999999999995,-3.2475872318677066
165,8.010000000000005,4.839411220862675
166,-5.989999999999995,-0.02392088259447275
167,1.0100000000000051,-2.4399519491942536
168,-0.9899999999999949,-5.105287618560416
169,7.010000000000005,3.7676583181365437
170,15.010000000000005,2.4459767628505973
171,-2.989999999999995,10.374568985634522
172,11.010000000000005,8.812528116499731
173,4.010000000000005,2.604493969316306
174,0.010000000000005116,-1.201595360226697
175,-1.9899999999999949,-1.4808110375574908
176,12.010000000000005,7.398878020097655
178,-18.989999999999995,2.8629575743450237
179,10.010000000000005,13.089062775446148
180,8.010000000000005,-1.5806412763616797
181,-8.989999999999995,6.519809127028353
182,9.010000000000005,2.714552027563571
183,19.010000000000005,19.661463057527193
184,-3.989999999999995,-4.394283923623593
185,-3.989999999999995,0.5819541022822262
186,5.010000000000005,-12.62244292226858
187,-17.989999999999995,-5.186986031875338
189,16.010000000000005,-0.003919154151676697
190,14.010000000000005,-5.550810920497421
192,10.010000000000005,-0.3044844307411754
193,8.010000000000005,8.440402666634657
194,-11.989999999999995,1.766270997776044
195,12.010000000000005,8.014738604002314
197,-14.989999999999995,9.848335897558755
198,6.010000000000005,-2.4614789168863243
202,-10.989999999999995,-5.626897946030473
203,14.010000000000005,-7.243267787623796
204,-12.989999999999995,-1.0878060317065696
205,-5.989999999999995,1.4110244295746506
207,-8.989999999999995,-11.071009719107288
208,9.010000000000005,0.5441146143802985
210,8.010000000000005,-2.4556216167628953
211,0.010000000000005116,0.6140816892896116
212,15.010000000000005,8.882291611402048
214,-4.989999999999995,-7.085214161022598
215,0.010000000000005116,16.709399505227626
216,-2.989999999999995,2.867664326050282
217,-0.9899999999999949,-5.96336512554551
218,17.010000000000005,-14.027051613899902
221,-14.989999999999995,3.8476415817108354
223,-12.989999999999995,-14.413575797143142
224,16.010000000000005,0.807845654911071
225,1.0100000000000051,2.7970928629519762
226,-2.989999999999995,-1.1454669938796886
227,6.010000000000005,-5.147446169269028
228,-1.9899999999999949,-2.0000092166696004
229,15.010000000000005,3.5303313790234285
230,-5.989999999999995,-14.090210059379388
231,-3.989999999999995,6.660497956048921
232,17.010000000000005,5.845580306891569
234,10.010000000000005,-2.1030704974294685
236,9.010000000000005,-10.38793002570371
237,-11.989999999999995,-2.9827160617143407
238,3.010000000000005,4.507963969445647
239,-9.989999999999995,7.783179285757056
240,2.010000000000005,-6.364803823944722
241,-0.9899999999999949,-8.055943444147264
242,-1.9899999999999949,12.515568011333484
243,4.010000000000005,-12.55757518966975
244,-7.989999999999995,0.5255036732415511
245,-10.989999999999995,1.341764516960147
246,13.010000000000005,15.439546692524498
247,5.010000000000005,2.9192175433126097
248,-11.989999999999995,-13.513863329680673
251,-4.989999999999995,-1.074307504942025
252,-4.989999999999995,0.8348816165783269
253,-13.989999999999995,1.6119153358100107
255,17.010000000000005,11.664321823467029
256,-11.989999999999995,-11.213679026038054
257,-22.989999999999995,-0.08938524841396439
259,-16.989999999999995,-8.448717824156173
260,-11.989999999999995,-1.008540850337988
261,-2.989999999999995,-5.081202436993027
262,3.010000000000005,-3.4449350386846462
264,15.010000000000005,0.9304001982943678
265,-11.989999999999995,-2.4590913255697853
266,7.010000000000005,1.60121490801416
267,12.010000000000005,13.684592303253353
268,-1.9899999999999949,-4.149523345019118
269,4.010000000000005,4.76870010106951
270,-8.989999999999995,1.4030292365022243
271,2.010000000000005,0.609729872673476
272,-0.9899999999999949,-5.02821846414717
273,6.010000000000005,-3.99921337297393
274,-5.989999999999995,7.6355395208152625
276,8.010000000000005,-5.1560855351520605
277,2.010000000000005,-3.5486573502961396
278,7.010000000000005,7.640624705202209
279,-1.9899999999999949,3.7701218509325995
280,5.010000000000005,0.4603961694612894
282,2.010000000000005,-1.4580473832145175
283,-11.989999999999995,0.7860641141446159
284,14.010000000000005,-4.557108273335561
286,-12.989999999999995,-9.376696525714936
287,15.010000000000005,-0.07639514390701214
289,-8.989999999999995,-3.2699261208658483
290,13.010000000000005,-23.038562096203268
293,-14.989999999999995,1.0564746605925284
294,3.010000000000005,-15.567760353785284
295,-2.989999999999995,2.775107154908511
297,6.010000000000005,2.8442639541251946
299,6.010000000000005,15.473921302834057
303,4.010000000000005,-5.376188339262966
304,2.010000000000005,5.012938655003354
305,-19.989999999999995,-5.617742661358211
307,-2.989999999999995,-6.467345224275223
308,15.010000000000005,6.733466149868722
309,0.010000000000005116,-1.1488145926805355
310,12.010000000000005,-0.3857626549392435
313,9.010000000000005,-4.679719203012996
314,-9.989999999999995,14.508387856179171
315,-16.989999999999995,-8.030608176529215
316,-13.989999999999995,-12.574578295122777
317,-10.989999999999995,-6.336606260950546
319,-14.989999999999995,-4.369210205730222
320,5.010000000000005,-12.50569514583509
321,8.010000000000005,-6.67316296059464
322,-1.9899999999999949,-10.991912257149998
323,14.010000000000005,3.6196455396061884
324,-10.989999999999995,1.6358404109581555
325,5.010000000000005,-2.3871520456548483
326,1.0100000000000051,-5.051343528166958
327,-5.989999999999995,3.5012473928200882
328,-15.989999999999995,-1.1011582686646446
330,-19.989999999999995,-10.46519227027197
332,-10.989999999999995,10.487189366135347
335,3.010000000000005,7.078058326014694
336,-13.989999999999995,-3.4107744852917055
339,-9.989999999999995,-2.3930566409798693
340,-2.989999999999995,2.019523380158014
342,2.010000000000005,-0.5535358911791127
344,0.010000000000005116,-5.060221950416415
347,-18.989999999999995,-6.584752946579528
348,1.0100000000000051,6.478155844854605
349,-7.989999999999995,-8.457130914971888
350,3.010000000000005,9.317719211885958
351,-10.989999999999995,-4.598169789962612
352,-2.989999999999995,-0.07415247075715609
353,3.010000000000005,0.9364808392698789
354,16.010000000000005,1.8060036727449158
355,-3.989999999999995,-4.107283227110201
356,12.010000000000005,-3.0783826462953496
357,-10.989999999999995,1.7741436245192017
359,-10.989999999999995,-4.071627156539956
360,-9.989999999999995,-12.99649351119769
361,-2.989999999999995,-0.30159287209218094
362,-4.989999999999995,0.413731677255843
363,3.010000000000005,-1.3231895526517303
364,0.010000000000005116,12.312644358088631
365,3.010000000000005,-4.152240821353648
366,-10.989999999999995,-6.011969455762363
369,8.010000000000005,1.9513119899752134
370,-6.989999999999995,-10.428617190416395
371,8.010000000000005,5.92068237784682
373,-6.989999999999995,-9.515015121181738
374,8.010000000000005,3.743849477375216
375,15.010000000000005,-3.146495468042561
376,-3.989999999999995,-3.5166602520566745
377,1.0100000000000051,9.653360546014264
379,-12.989999999999995,5.937844937048525
382,-1.9899999999999949,-6.226381185409972
383,-3.989999999999995,2.76080765722546
